"temp1","temp2","ldr","heater","humidity1","humidity2","pump","time"
"37","28","784","ON","35","59",,NULL
"37","24","784","ON","35","59",,NULL
"37","24","863","ON","35","59",,NULL
"32","24","863","ON","35","59",,NULL
"32","24","863","ON","35","55",,NULL
"32","24","863","ON","27","55",,NULL
"32","20","863","ON","27","55",,NULL
"36","20","863","ON","27","55",,NULL
"36","20","863","ON","27","68",,NULL
"36","20","863","ON","16","68",,NULL
"36","22","863","ON","16","68",,NULL
"35","22","863","ON","16","68",,NULL
"35","22","863","ON","16","51",,NULL
"35","22","863","ON","49","51",,NULL
"35","28","863","ON","49","51",,NULL
"35","28","863","ON","49","51",,NULL
"35","28","614","ON","49","51",,NULL
"35","28","614","ON","49","51",,NULL
"40","28","614","ON","49","51",,NULL
"40","28","614","ON","49","69",,NULL
"40","28","614","ON","53","69",,NULL
"40","27","614","ON","53","69",,NULL
"40","27","614","ON","53","82",,NULL
"34","27","614","ON","53","82",,NULL
"34","27","614","ON","58","82",,NULL
"34","21","614","ON","58","82",,NULL
"35","21","614","ON","58","82",,NULL
"35","21","614","ON","58","84",,NULL
"35","21","614","ON","50","84",,NULL
"35","22","614","ON","50","84",,NULL
"35","22","905","ON","50","84",,NULL
"32","22","905","ON","50","84",,NULL
"32","22","905","ON","50","81",,NULL
"32","22","905","ON","8","81",,NULL
"32","29","905","ON","8","81",,NULL
"30","29","905","ON","8","81",,NULL
"30","29","905","ON","8","51",,NULL
"30","29","905","ON","38","51",,NULL
"30","30","905","ON","38","51",,NULL
"30","30","905","ON","38","51",,NULL
"30","30","905","OFF","38","51",,NULL
"30","30","905","OFF","38","73",,NULL
"30","30","905","OFF","38","73",,NULL
"30","30","905","OFF","56","73",,NULL
"30","27","905","OFF","56","73",,NULL
"30","27","385","OFF","56","73",,NULL
"39","27","385","OFF","56","73",,NULL
"39","27","385","OFF","56","94",,NULL
"39","27","385","OFF","37","94",,NULL
"39","27","385","OFF","37","94",,NULL
"31","27","385","OFF","37","94",,NULL
"31","27","385","OFF","37","90",,NULL
"31","27","385","OFF","20","90",,NULL
"31","30","385","OFF","20","90",,NULL
"30","30","385","OFF","20","90",,NULL
"30","30","385","OFF","20","97",,NULL
"30","30","385","OFF","14","97",,NULL
"30","22","385","OFF","14","97",,NULL
"30","22","151","OFF","14","97",,NULL
"35","22","151","OFF","14","97",,NULL
"35","22","151","OFF","14","87",,NULL
"35","22","151","OFF","39","87",,NULL
"35","22","151","OFF","39","87",,NULL
"35","20","151","OFF","39","87",,NULL
"35","20","151","OFF","39","87",,NULL
"35","20","151","OFF","39","97",,NULL
"32","20","151","OFF","39","97",,NULL
"32","20","151","OFF","27","97",,NULL
"32","27","151","OFF","27","97",,NULL
"30","27","151","OFF","27","97",,NULL
"30","27","151","OFF","27","40",,NULL
"30","27","151","OFF","35","40",,NULL
"30","27","151","OFF","35","40",,NULL
"30","27","22","OFF","35","40",,NULL
"30","27","22","OFF","35","60",,NULL
"37","27","22","OFF","35","60",,NULL
"37","27","22","OFF","34","60",,NULL
"37","20","22","OFF","34","60",,NULL
"37","20","22","OFF","34","67",,NULL
"40","20","22","OFF","34","67",,NULL
"40","20","22","OFF","29","67",,NULL
"40","30","22","OFF","29","67",,NULL
"40","30","22","OFF","29","78",,NULL
"40","30","22","OFF","29","78",,NULL
"40","30","22","OFF","29","78",,NULL
"40","30","22","OFF","48","78",,NULL
"40","29","22","OFF","48","78",,NULL
"40","29","22","ON","48","78",,NULL
"40","29","711","ON","48","78",,NULL
"40","29","711","ON","48","72",,NULL
"33","29","711","ON","48","72",,NULL
"33","29","711","ON","44","72",,NULL
"33","26","711","ON","44","72",,NULL
"34","26","711","ON","44","72",,NULL
"34","26","711","ON","44","62",,NULL
"34","26","711","ON","16","62",,NULL
"34","26","711","ON","16","62",,NULL
"37","26","711","ON","16","62",,NULL
"37","26","711","ON","16","80",,NULL
"37","26","711","ON","21","80",,NULL
"37","26","648","ON","21","80",,NULL
"37","21","648","ON","21","80",,NULL
"35","21","648","ON","21","80",,NULL
"35","21","648","ON","21","73",,NULL
"35","21","648","ON","26","73",,NULL
"35","29","648","ON","26","73",,NULL
"37","29","648","ON","26","73",,NULL
"37","29","648","ON","26","53",,NULL
"37","29","648","ON","26","53",,NULL
"37","29","648","ON","47","53",,NULL
"37","29","648","ON","47","53",,NULL
"37","25","648","ON","47","53",,NULL
"37","25","648","ON","47","53",,NULL
"37","25","648","ON","47","46",,NULL
"37","25","648","ON","25","46",,NULL
"37","25","943","ON","25","46",,NULL
"37","22","943","ON","25","46",,NULL
"37","22","943","ON","25","59",,NULL
"33","22","943","ON","25","59",,NULL
"33","22","943","ON","34","59",,NULL
"33","21","943","ON","34","59",,NULL
"33","21","943","ON","34","93",,NULL
"40","21","943","ON","34","93",,NULL
"40","21","943","ON","56","93",,NULL
"40","27","943","ON","56","93",,NULL
"40","27","943","ON","56","55",,NULL
"32","27","943","ON","56","55",,NULL
"32","27","132","ON","56","55",,NULL
"32","27","132","ON","9","55",,NULL
"32","22","132","ON","9","55",,NULL
"30","22","132","ON","9","55",,NULL
"30","22","132","ON","9","85",,NULL
"30","22","132","ON","9","85",,NULL
"30","22","132","ON","9","85",,NULL
"30","22","132","ON","28","85",,NULL
"30","20","132","ON","28","85",,NULL
"30","20","132","ON","28","97",,NULL
"34","20","132","ON","28","97",,NULL
"34","20","132","ON","42","97",,NULL
"34","30","132","ON","42","97",,NULL
"34","30","132","ON","42","78",,NULL
"35","30","132","ON","42","78",,NULL
"35","30","724","ON","42","78",,NULL
"35","30","724","ON","58","78",,NULL
"35","22","724","ON","58","78",,NULL
"32","22","724","ON","58","78",,NULL
"32","22","724","ON","58","45",,NULL
"32","22","724","ON","45","45",,NULL
"32","27","724","ON","45","45",,NULL
"32","27","724","ON","45","83",,NULL
"40","27","724","ON","45","83",,NULL
"40","27","724","ON","44","83",,NULL
"40","27","724","ON","44","83",,NULL
"40","27","724","ON","44","83",,NULL
"38","27","724","ON","44","83",,NULL
"38","27","724","ON","44","79",,NULL
"38","27","724","ON","44","79",,NULL
"38","27","926","ON","44","79",,NULL
"38","27","926","ON","20","79",,NULL
"38","30","926","ON","20","79",,NULL
"39","30","926","ON","20","79",,NULL
"39","30","926","ON","20","99",,NULL
"39","30","926","ON","34","99",,NULL
"39","24","926","ON","34","99",,NULL
"30","24","926","ON","34","99",,NULL
"30","24","926","ON","34","45",,NULL
"30","24","926","ON","19","45",,NULL
"30","26","926","ON","19","45",,NULL
"34","26","926","ON","19","45",,NULL
"34","26","926","ON","19","54",,NULL
"34","26","252","ON","19","54",,NULL
"34","26","252","ON","21","54",,NULL
"34","22","252","ON","21","54",,NULL
"38","22","252","ON","21","54",,NULL
"38","22","252","ON","21","46",,NULL
"38","22","252","ON","14","46",,NULL
"38","29","252","ON","14","46",,NULL
"38","29","252","ON","14","46",,NULL
"38","29","252","OFF","14","46",,NULL
"38","29","252","OFF","14","48",,NULL
"34","29","252","OFF","14","48",,NULL
"34","29","252","OFF","19","48",,NULL
"34","24","252","OFF","19","48",,NULL
"39","24","252","OFF","19","48",,NULL
"39","24","252","OFF","19","74",,NULL
"39","24","945","OFF","19","74",,NULL
"39","24","945","OFF","47","74",,NULL
"39","25","945","OFF","47","74",,NULL
"39","25","945","OFF","47","43",,NULL
"31","25","945","OFF","47","43",,NULL
"31","25","945","OFF","12","43",,NULL
"31","29","945","OFF","12","43",,NULL
"31","29","945","OFF","12","90",,NULL
"35","29","945","OFF","12","90",,NULL
"35","29","945","OFF","59","90",,NULL
"35","22","945","OFF","59","90",,NULL
"35","22","682","OFF","59","90",,NULL
"30","22","682","OFF","59","90",,NULL
"30","22","682","OFF","59","77",,NULL
"30","22","682","OFF","31","77",,NULL
"30","25","682","OFF","31","77",,NULL
"30","25","682","OFF","31","77",,NULL
"30","25","682","ON","31","77",,NULL
"38","25","682","ON","31","77",,NULL
"38","25","682","ON","31","49",,NULL
"38","25","682","ON","53","49",,NULL
"38","23","682","ON","53","49",,NULL
"38","23","682","ON","53","55",,NULL
"34","23","682","ON","53","55",,NULL
"34","23","682","ON","26","55",,NULL
"34","25","682","ON","26","55",,NULL
"34","25","214","ON","26","55",,NULL
"34","25","214","ON","26","90",,NULL
"38","25","214","ON","26","90",,NULL
"38","25","214","ON","19","90",,NULL
"38","20","214","ON","19","90",,NULL
"38","20","214","ON","19","51",,NULL
"38","20","214","ON","19","51",,NULL
"38","20","214","ON","17","51",,NULL
"38","27","214","ON","17","51",,NULL
"38","27","214","ON","17","99",,NULL
"36","27","214","ON","17","99",,NULL
"36","27","214","ON","10","99",,NULL
"36","28","214","ON","10","99",,NULL
"36","28","214","ON","10","99",,NULL
"36","28","214","OFF","10","99",,NULL
"36","28","654","OFF","10","99",,NULL
"36","28","654","OFF","10","41",,NULL
"39","28","654","OFF","10","41",,NULL
"39","28","654","OFF","55","41",,NULL
"39","30","654","OFF","55","41",,NULL
"39","30","654","OFF","55","69",,NULL
"31","30","654","OFF","55","69",,NULL
"31","30","654","OFF","28","69",,NULL
"31","23","654","OFF","28","69",,NULL
"31","23","654","OFF","28","64",,NULL
"34","23","654","OFF","28","64",,NULL
"34","23","654","OFF","38","64",,NULL
"34","30","654","OFF","38","64",,NULL
"34","30","336","OFF","38","64",,NULL
"34","30","336","OFF","38","52",,NULL
"32","30","336","OFF","38","52",,NULL
"32","30","336","OFF","43","52",,NULL
"32","29","336","OFF","43","52",,NULL
"32","29","336","OFF","43","74",,NULL
"34","29","336","OFF","43","74",,NULL
"34","29","336","OFF","36","74",,NULL
"34","22","336","OFF","36","74",,NULL
"34","22","336","OFF","36","74",,NULL
"34","22","336","OFF","36","74",,NULL
"34","22","336","OFF","36","45",,NULL
"38","22","336","OFF","36","45",,NULL
"38","22","336","OFF","37","45",,NULL
"38","21","336","OFF","37","45",,NULL
"38","21","971","OFF","37","45",,NULL
"38","21","971","OFF","37","57",,NULL
"31","21","971","OFF","37","57",,NULL
"31","21","971","OFF","5","57",,NULL
"31","27","971","OFF","5","57",,NULL
"31","27","971","OFF","5","89",,NULL
"34","27","971","OFF","5","89",,NULL
"34","27","971","OFF","36","89",,NULL
"34","21","971","OFF","36","89",,NULL
"34","21","971","OFF","36","72",,NULL
"30","21","971","OFF","36","72",,NULL
"30","21","971","OFF","5","72",,NULL
"30","22","971","OFF","5","72",,NULL
"30","22","270","OFF","5","72",,NULL
"30","22","270","OFF","5","91",,NULL
"38","22","270","OFF","5","91",,NULL
"38","22","270","OFF","8","91",,NULL
"38","24","270","OFF","8","91",,NULL
"38","24","270","OFF","8","91",,NULL
"38","24","270","ON","8","91",,NULL
"38","24","270","ON","8","64",,NULL
"38","24","270","ON","8","64",,NULL
"38","24","270","ON","12","64",,NULL
"38","25","270","ON","12","64",,NULL
"38","25","270","ON","12","66",,NULL
"32","25","270","ON","12","66",,NULL
"32","25","270","ON","51","66",,NULL
"32","22","270","ON","51","66",,NULL
"32","22","271","ON","51","66",,NULL
"32","22","271","ON","51","70",,NULL
"33","22","271","ON","51","70",,NULL
"33","22","271","ON","14","70",,NULL
"33","26","271","ON","14","70",,NULL
"33","26","271","ON","14","54",,NULL
"31","26","271","ON","14","54",,NULL
"31","26","271","ON","41","54",,NULL
"31","28","271","ON","41","54",,NULL
"31","28","271","ON","41","61",,NULL
"40","28","271","ON","41","61",,NULL
"40","28","271","ON","29","61",,NULL
"40","21","271","ON","29","61",,NULL
"40","21","271","ON","29","61",,NULL
"40","21","271","ON","29","61",,NULL
"40","21","667","ON","29","61",,NULL
"35","21","667","ON","29","61",,NULL
"35","21","667","ON","29","50",,NULL
"35","21","667","ON","55","50",,NULL
"35","24","667","ON","55","50",,NULL
"39","24","667","ON","55","50",,NULL
"39","24","667","ON","55","48",,NULL
"39","24","667","ON","11","48",,NULL
"39","23","667","ON","11","48",,NULL
"35","23","667","ON","11","48",,NULL
"35","23","667","ON","11","84",,NULL
"35","23","667","ON","49","84",,NULL
"35","26","667","ON","49","84",,NULL
"35","26","945","ON","49","84",,NULL
"35","26","945","ON","49","51",,NULL
"40","26","945","ON","49","51",,NULL
"40","26","945","ON","49","51",,NULL
"40","23","945","ON","49","51",,NULL
"40","23","945","ON","49","65",,NULL
"31","23","945","ON","49","65",,NULL
"31","23","945","ON","43","65",,NULL
"31","30","945","ON","43","65",,NULL
"31","30","945","ON","43","65",,NULL
"31","30","945","ON","43","65",,NULL
"31","30","945","ON","43","83",,NULL
"31","30","945","ON","43","83",,NULL
"31","30","945","ON","14","83",,NULL
"31","24","945","ON","14","83",,NULL
"31","24","142","ON","14","83",,NULL
"31","24","142","ON","14","78",,NULL
"37","24","142","ON","14","78",,NULL
"37","24","142","ON","6","78",,NULL
"37","28","142","ON","6","78",,NULL
"37","28","142","ON","6","59",,NULL
"33","28","142","ON","6","59",,NULL
"33","28","142","ON","53","59",,NULL
"33","26","142","ON","53","59",,NULL
"33","26","142","ON","53","63",,NULL
"30","26","142","ON","53","63",,NULL
"30","26","142","ON","18","63",,NULL
"30","22","142","ON","18","63",,NULL
"30","22","270","ON","18","63",,NULL
"30","22","270","ON","18","54",,NULL
"32","22","270","ON","18","54",,NULL
"32","22","270","ON","17","54",,NULL
"32","25","270","ON","17","54",,NULL
"32","25","270","ON","17","54",,NULL
"32","25","270","OFF","17","54",,NULL
"32","25","270","OFF","17","44",,NULL
"34","25","270","OFF","17","44",,NULL
"34","25","270","OFF","37","44",,NULL
"34","27","270","OFF","37","44",,NULL
"34","27","270","OFF","37","92",,NULL
"30","27","270","OFF","37","92",,NULL
"30","27","270","OFF","13","92",,NULL
"30","20","270","OFF","13","92",,NULL
"30","20","374","OFF","13","92",,NULL
"30","20","374","OFF","13","66",,NULL
"39","20","374","OFF","13","66",,NULL
"39","20","374","OFF","44","66",,NULL
"39","23","374","OFF","44","66",,NULL
"39","23","374","OFF","44","76",,NULL
"37","23","374","OFF","44","76",,NULL
"37","23","374","OFF","34","76",,NULL
"37","27","374","OFF","34","76",,NULL
"37","27","374","OFF","34","56",,NULL
"33","27","374","OFF","34","56",,NULL
"33","27","374","OFF","43","56",,NULL
"33","26","374","OFF","43","56",,NULL
"33","26","374","OFF","43","56",,NULL
"33","26","374","OFF","43","56",,NULL
"33","26","114","OFF","43","56",,NULL
"33","26","114","OFF","43","75",,NULL
"32","26","114","OFF","43","75",,NULL
"32","26","114","OFF","58","75",,NULL
"32","23","114","OFF","58","75",,NULL
"32","23","114","OFF","58","92",,NULL
"33","23","114","OFF","58","92",,NULL
"33","23","114","OFF","24","92",,NULL
"33","27","114","OFF","24","92",,NULL
"33","27","114","OFF","24","51",,NULL
"34","27","114","OFF","24","51",,NULL
"34","27","114","OFF","39","51",,NULL
"34","26","114","OFF","39","51",,NULL
"34","26","14","OFF","39","51",,NULL
"34","26","14","OFF","39","92",,NULL
"33","26","14","OFF","39","92",,NULL
"33","26","14","OFF","8","92",,NULL
"33","28","14","OFF","8","92",,NULL
"33","28","14","OFF","8","71",,NULL
"35","28","14","OFF","8","71",,NULL
"35","28","14","OFF","51","71",,NULL
"35","27","14","OFF","51","71",,NULL
"35","27","14","OFF","51","71",,NULL
"35","27","14","OFF","51","71",,NULL
"35","27","14","OFF","51","58",,NULL
"33","27","14","OFF","51","58",,NULL
"33","27","14","OFF","22","58",,NULL
"33","23","14","OFF","22","58",,NULL
"33","23","71","OFF","22","58",,NULL
"33","23","71","OFF","22","93",,NULL
"31","23","71","OFF","22","93",,NULL
"31","23","71","OFF","34","93",,NULL
"31","25","71","OFF","34","93",,NULL
"31","25","71","OFF","34","74",,NULL
"36","25","71","OFF","34","74",,NULL
"36","25","71","OFF","53","74",,NULL
"36","25","71","OFF","53","74",,NULL
"36","25","71","OFF","53","49",,NULL
"32","25","71","OFF","53","49",,NULL
"32","25","71","OFF","48","49",,NULL
"32","27","71","OFF","48","49",,NULL
"32","27","381","OFF","48","49",,NULL
"32","27","381","OFF","48","97",,NULL
"35","27","381","OFF","48","97",,NULL
"35","27","381","OFF","9","97",,NULL
"35","24","381","OFF","9","97",,NULL
"35","24","381","OFF","9","97",,NULL
"35","24","381","ON","9","97",,NULL
"35","24","381","ON","9","45",,NULL
"34","24","381","ON","9","45",,NULL
"34","24","381","ON","25","45",,NULL
"34","20","381","ON","25","45",,NULL
"34","20","381","ON","25","66",,NULL
"39","20","381","ON","25","66",,NULL
"39","20","381","ON","56","66",,NULL
"39","24","381","ON","56","66",,NULL
"39","24","776","ON","56","66",,NULL
"39","24","776","ON","56","66",,NULL
"30","24","776","ON","56","66",,NULL
"30","23","776","ON","56","66",,NULL
"30","23","776","ON","32","66",,NULL
"30","23","776","ON","32","90",,NULL
"40","23","776","ON","32","90",,NULL
"40","24","776","ON","32","90",,NULL
"40","24","776","ON","45","90",,NULL
"40","24","776","ON","45","89",,NULL
"39","24","776","ON","45","89",,NULL
"39","25","776","ON","45","89",,NULL
"39","25","776","ON","31","89",,NULL
"39","25","776","ON","31","89",,NULL
"39","25","776","OFF","31","89",,NULL
"39","25","747","OFF","31","89",,NULL
"39","25","747","OFF","31","98",,NULL
"36","25","747","OFF","31","98",,NULL
"36","28","747","OFF","31","98",,NULL
"36","28","747","OFF","32","98",,NULL
"36","28","747","OFF","32","78",,NULL
"40","28","747","OFF","32","78",,NULL
"40","20","747","OFF","32","78",,NULL
"40","20","747","OFF","35","78",,NULL
"40","20","747","OFF","35","40",,NULL
"34","20","747","OFF","35","40",,NULL
"34","26","747","OFF","35","40",,NULL
"34","26","747","OFF","9","40",,NULL
"34","26","182","OFF","9","40",,NULL
"34","26","182","OFF","9","69",,NULL
"39","26","182","OFF","9","69",,NULL
"39","21","182","OFF","9","69",,NULL
"39","21","182","OFF","8","69",,NULL
"39","21","182","OFF","8","40",,NULL
"32","21","182","OFF","8","40",,NULL
"32","23","182","OFF","8","40",,NULL
"32","23","182","OFF","56","40",,NULL
"32","23","182","OFF","56","40",,NULL
"32","23","182","OFF","56","40",,NULL
"36","23","182","OFF","56","40",,NULL
"36","23","182","OFF","56","95",,NULL
"36","27","182","OFF","56","95",,NULL
"36","27","182","OFF","21","95",,NULL
"36","27","835","OFF","21","95",,NULL
"32","27","835","OFF","21","95",,NULL
"32","27","835","OFF","21","87",,NULL
"32","21","835","OFF","21","87",,NULL
"32","21","835","OFF","21","87",,NULL
"32","21","835","OFF","21","87",,NULL
"32","21","835","OFF","21","75",,NULL
"32","25","835","OFF","21","75",,NULL
"32","25","835","OFF","10","75",,NULL
"32","25","835","OFF","10","60",,NULL
"40","25","835","OFF","10","60",,NULL
"40","20","835","OFF","10","60",,NULL
"40","20","835","OFF","21","60",,NULL
"40","20","790","OFF","21","60",,NULL
"40","20","790","OFF","21","93",,NULL
"39","20","790","OFF","21","93",,NULL
"39","25","790","OFF","21","93",,NULL
"39","25","790","OFF","34","93",,NULL
"39","25","790","OFF","34","93",,NULL
"39","25","790","ON","34","93",,NULL
"37","25","790","ON","34","93",,NULL
"37","25","790","ON","34","59",,NULL
"37","21","790","ON","34","59",,NULL
"37","21","790","ON","50","59",,NULL
"37","21","790","ON","50","86",,NULL
"39","21","790","ON","50","86",,NULL
"39","21","790","ON","50","86",,NULL
"39","21","790","ON","59","86",,NULL
"39","21","640","ON","59","86",,NULL
"40","21","640","ON","59","86",,NULL
"40","21","640","ON","59","59",,NULL
"40","21","640","ON","13","59",,NULL
"40","22","640","ON","13","59",,NULL
"40","22","640","ON","13","56",,NULL
"35","22","640","ON","13","56",,NULL
"35","22","640","ON","60","56",,NULL
"35","26","640","ON","60","56",,NULL
"35","26","640","ON","60","55",,NULL
"37","26","640","ON","60","55",,NULL
"37","21","640","ON","60","55",,NULL
"37","21","640","ON","49","55",,NULL
"37","21","640","ON","49","55",,NULL
"37","21","640","ON","49","55",,NULL
"37","21","664","ON","49","55",,NULL
"37","21","664","ON","49","84",,NULL
"37","21","664","ON","49","84",,NULL
"37","23","664","ON","49","84",,NULL
"37","23","664","ON","9","84",,NULL
"37","23","664","ON","9","68",,NULL
"36","23","664","ON","9","68",,NULL
"36","23","664","ON","52","68",,NULL
"36","22","664","ON","52","68",,NULL
"31","22","664","ON","52","68",,NULL
"31","22","664","ON","52","83",,NULL
"31","23","664","ON","52","83",,NULL
"31","23","664","ON","46","83",,NULL
"31","23","351","ON","46","83",,NULL
"31","23","351","ON","46","47",,NULL
"30","23","351","ON","46","47",,NULL
"30","26","351","ON","46","47",,NULL
"30","26","351","ON","51","47",,NULL
"31","26","351","ON","51","47",,NULL
"31","26","351","ON","51","83",,NULL
"31","26","351","ON","37","83",,NULL
"31","23","351","ON","37","83",,NULL
"31","23","351","ON","37","83",,NULL
"31","23","351","OFF","37","83",,NULL
"36","23","351","OFF","37","83",,NULL
"36","23","351","OFF","37","52",,NULL
"36","23","351","OFF","24","52",,NULL
"36","29","351","OFF","24","52",,NULL
"36","29","817","OFF","24","52",,NULL
"33","29","817","OFF","24","52",,NULL
"33","29","817","OFF","24","57",,NULL
"33","25","817","OFF","24","57",,NULL
"33","25","817","OFF","53","57",,NULL
"30","25","817","OFF","53","57",,NULL
"30","25","817","OFF","53","80",,NULL
"30","25","817","OFF","36","80",,NULL
"30","28","817","OFF","36","80",,NULL
"33","28","817","OFF","36","80",,NULL
"33","28","817","OFF","36","98",,NULL
"33","28","817","OFF","18","98",,NULL
"33","28","817","OFF","18","98",,NULL
"33","28","17","OFF","18","98",,NULL
"40","28","17","OFF","18","98",,NULL
"40","28","17","OFF","18","40",,NULL
"40","29","17","OFF","18","40",,NULL
"40","29","17","OFF","19","40",,NULL
"40","29","17","OFF","19","40",,NULL
"40","29","17","ON","19","40",,NULL
"35","29","17","ON","19","40",,NULL
"35","29","17","ON","19","94",,NULL
"35","20","17","ON","19","94",,NULL
"35","20","17","ON","34","94",,NULL
"36","20","17","ON","34","94",,NULL
"36","20","17","ON","34","88",,NULL
"36","20","17","ON","33","88",,NULL
"36","22","17","ON","33","88",,NULL
"36","22","872","ON","33","88",,NULL
"38","22","872","ON","33","88",,NULL
"38","22","872","ON","33","77",,NULL
"38","22","872","ON","6","77",,NULL
"38","24","872","ON","6","77",,NULL
"31","24","872","ON","6","77",,NULL
"31","24","872","ON","6","54",,NULL
"31","25","872","ON","6","54",,NULL
"31","25","872","ON","48","54",,NULL
"36","25","872","ON","48","54",,NULL
"36","25","872","ON","48","67",,NULL
"36","29","872","ON","48","67",,NULL
"36","29","872","ON","48","67",,NULL
"36","29","872","ON","58","67",,NULL
"36","29","872","OFF","58","67",,NULL
"36","29","796","OFF","58","67",,NULL
"39","29","796","OFF","58","67",,NULL
"39","29","796","OFF","58","57",,NULL
"39","29","796","OFF","58","57",,NULL
"39","29","796","OFF","12","57",,NULL
"39","29","796","OFF","12","59",,NULL
"36","29","796","OFF","12","59",,NULL
"36","23","796","OFF","12","59",,NULL
"36","23","796","OFF","24","59",,NULL
"36","23","796","OFF","24","75",,NULL
"31","23","796","OFF","24","75",,NULL
"31","26","796","OFF","24","75",,NULL
"31","26","796","OFF","38","75",,NULL
"31","26","52","OFF","38","75",,NULL
"31","26","52","OFF","38","56",,NULL
"35","26","52","OFF","38","56",,NULL
"35","28","52","OFF","38","56",,NULL
"35","28","52","OFF","48","56",,NULL
"35","28","52","OFF","48","75",,NULL
"35","28","52","OFF","48","75",,NULL
"35","28","52","OFF","48","75",,NULL
"35","21","52","OFF","48","75",,NULL
"35","21","52","OFF","51","75",,NULL
"35","21","52","ON","51","75",,NULL
"35","21","52","ON","51","56",,NULL
"37","21","52","ON","51","56",,NULL
"37","21","52","ON","51","56",,NULL
"37","21","52","ON","10","56",,NULL
"37","21","706","ON","10","56",,NULL
"32","21","706","ON","10","56",,NULL
"32","21","706","ON","10","87",,NULL
"32","24","706","ON","10","87",,NULL
"32","24","706","ON","59","87",,NULL
"32","24","706","ON","59","71",,NULL
"31","24","706","ON","59","71",,NULL
"31","24","706","ON","59","71",,NULL
"31","24","706","ON","30","71",,NULL
"37","24","706","ON","30","71",,NULL
"37","24","706","ON","30","85",,NULL
"37","26","706","ON","30","85",,NULL
"37","26","706","ON","50","85",,NULL
"37","26","608","ON","50","85",,NULL
"36","26","608","ON","50","85",,NULL
"36","26","608","ON","50","79",,NULL
"36","26","608","ON","50","79",,NULL
"36","26","608","ON","50","79",,NULL
"36","20","608","ON","50","79",,NULL
"36","20","608","ON","37","79",,NULL
"40","20","608","ON","37","79",,NULL
"40","20","608","ON","37","69",,NULL
"40","29","608","ON","37","69",,NULL
"40","29","608","ON","32","69",,NULL
"33","29","608","ON","32","69",,NULL
"33","29","608","ON","32","94",,NULL
"33","29","608","ON","47","94",,NULL
"33","24","608","ON","47","94",,NULL
"33","24","341","ON","47","94",,NULL
"31","24","341","ON","47","94",,NULL
"31","24","341","ON","47","90",,NULL
"31","24","341","ON","20","90",,NULL
"31","26","341","ON","20","90",,NULL
"36","26","341","ON","20","90",,NULL
"36","26","341","ON","20","96",,NULL
"36","28","341","ON","20","96",,NULL
"36","28","341","ON","37","96",,NULL
"36","28","341","ON","37","96",,NULL
"35","28","341","ON","37","96",,NULL
"35","28","341","ON","37","45",,NULL
"35","28","341","ON","37","45",,NULL
"35","23","341","ON","37","45",,NULL
"35","23","341","ON","37","45",,NULL
"35","23","638","ON","37","45",,NULL
"32","23","638","ON","37","45",,NULL
"32","23","638","ON","37","99",,NULL
"32","23","638","ON","6","99",,NULL
"32","22","638","ON","6","99",,NULL
"39","22","638","ON","6","99",,NULL
"39","22","638","ON","6","84",,NULL
"39","22","638","ON","36","84",,NULL
"39","21","638","ON","36","84",,NULL
"32","21","638","ON","36","84",,NULL
"32","21","638","ON","36","59",,NULL
"32","27","638","ON","36","59",,NULL
"32","27","638","ON","28","59",,NULL
"32","27","362","ON","28","59",,NULL
"40","27","362","ON","28","59",,NULL
"40","27","362","ON","28","99",,NULL
"40","23","362","ON","28","99",,NULL
"40","23","362","ON","60","99",,NULL
"40","23","362","ON","60","99",,NULL
"32","23","362","ON","60","99",,NULL
"32","23","362","ON","60","74",,NULL
"32","23","362","ON","60","74",,NULL
"32","23","362","ON","17","74",,NULL
"32","29","362","ON","17","74",,NULL
"36","29","362","ON","17","74",,NULL
"36","29","362","ON","17","85",,NULL
"36","29","877","ON","17","85",,NULL
"36","29","877","ON","17","85",,NULL
"36","24","877","ON","17","85",,NULL
"40","24","877","ON","17","85",,NULL
"40","24","877","ON","17","52",,NULL
"40","24","877","ON","53","52",,NULL
"40","26","877","ON","53","52",,NULL
"36","26","877","ON","53","52",,NULL
"36","26","877","ON","53","47",,NULL
"36","26","877","ON","52","47",,NULL
"36","28","877","ON","52","47",,NULL
"38","28","877","ON","52","47",,NULL
"38","28","877","ON","52","55",,NULL
"38","28","672","ON","52","55",,NULL
"38","28","672","ON","25","55",,NULL
"38","20","672","ON","25","55",,NULL
"38","20","672","ON","25","55",,NULL
"38","20","672","ON","25","55",,NULL
"35","20","672","ON","25","55",,NULL
"35","20","672","ON","25","91",,NULL
"35","20","672","ON","49","91",,NULL
"35","25","672","ON","49","91",,NULL
"38","25","672","ON","49","91",,NULL
"38","25","672","ON","49","63",,NULL
"38","25","672","ON","53","63",,NULL
"38","23","672","ON","53","63",,NULL
"35","23","672","ON","53","63",,NULL
"35","23","672","ON","53","49",,NULL
"35","23","963","ON","53","49",,NULL
"35","23","963","ON","27","49",,NULL
"35","29","963","ON","27","49",,NULL
"31","29","963","ON","27","49",,NULL
"31","29","963","ON","27","92",,NULL
"31","29","963","ON","12","92",,NULL
"31","30","963","ON","12","92",,NULL
"31","30","963","ON","12","92",,NULL
"31","30","963","ON","12","85",,NULL
"31","30","963","ON","40","85",,NULL
"31","30","963","ON","40","85",,NULL
"31","30","963","ON","40","85",,NULL
"31","30","963","OFF","40","85",,NULL
"35","30","963","OFF","40","85",,NULL
